Code,Name,Sector,EPS,signal_v2,gap_market_v2,price_B_base,price_C_base,price_B_3m,price_B_6m,price_B_9m,price_B_12m,price_C_3m,price_C_6m,price_C_9m,price_C_12m,per_B,per_C,sector_per_B,sector_per_C,gap_market_B,gap_market_C,gap_sector_B,gap_sector_C,ret_B_3m,ret_C_3m,ret_B_6m,ret_C_6m,ret_B_9m,ret_C_9m,ret_B_12m,ret_C_12m
081660,미스토홀딩스,지주,1417.0,중립,0.0334,39050,39500,35750,38550,42700,40200,33200,40900,44950,44550,27.55822159491884,27.8757939308398,10.02809407140721,10.94131257064717,0.6550564361340897,0.634048979176242,1.748101623168328,1.547755925155054,-8.450704225352112,-15.949367088607595,-1.2804097311139564,3.5443037974683547,9.346991037131883,13.79746835443038,2.9449423815621,12.784810126582277
007340,DN오토모티브,자동차/부품,6222.0,강력매도,3.9891,21150,21350,22200,22850,24400,40750,21900,24450,26300,39750,3.399228543876567,3.4313725490196076,4.595720406172392,4.440498387196269,-0.795853478423625,-0.7988566415431975,-0.26034914149451915,-0.22725508494415267,4.964539007092199,2.576112412177986,8.037825059101655,14.519906323185012,15.36643026004728,23.185011709601874,92.67139479905437,86.18266978922716
004370,농심,유통/소비재,27202.0,강력매도,1.2466,411500,426500,393000,431500,432500,375500,392000,481500,430000,380500,15.127564149694875,15.67899419160356,16.788511749347258,16.938519447929735,-0.09148809465992123,-0.08091426859933834,-0.09893358175223371,-0.07435863920681204,-4.495747266099635,-8.089097303634233,4.860267314702309,12.895662368112543,5.103280680437424,0.8206330597889802,-8.748481166464156,-10.785463071512309
023590,다우기술,IT/전자,8246.0,강력매도,3.6394,19930,21800,34250,36700,38850,48300,31500,36850,38500,50900,2.416929420325006,2.6437060392917777,14.901788649522647,15.99594205336305,-0.854847143201422,-0.8450288029297162,-0.8378094417274916,-0.8347264555927825,71.85148018063221,44.4954128440367,84.14450577019569,69.03669724770643,94.93226292022078,76.60550458715596,142.3482187656799,133.4862385321101
192820,코스맥스,유통/소비재,7562.0,중립,0.229,172100,180600,279500,214500,163000,205000,256500,231500,168300,196100,22.758529489553027,23.88257074847924,16.788511749347258,16.938519447929735,0.36680266463845973,0.3999705424885519,0.35560136772920836,0.40995621381762626,62.40557815223708,42.0265780730897,24.63683904706566,28.183831672203763,-5.287623474723998,-6.810631229235881,19.116792562463683,8.58250276854928
002790,아모레퍼시픽홀딩스,유통/소비재,2786.0,강력매도,2.1598,20500,21400,31750,26650,26850,29350,29700,28000,27050,28200,7.3582196697774584,7.681263460157933,16.788511749347258,16.938519447929735,-0.5580894514180459,-0.5497326193831314,-0.5617110212247641,-0.5465209646114169,54.87804878048781,38.78504672897196,30.0,30.8411214953271,30.975609756097562,26.401869158878505,43.170731707317074,31.775700934579437
475150,SK이터닉스,에너지/화학,677.0,강력매수,-0.5887,13140,14560,23650,21650,20700,52400,21250,23650,21650,59900,19.409158050221567,21.50664697193501,11.047358834244081,12.2040072859745,0.1656503972987081,0.26069645288612175,0.7569048259804847,0.762261072774973,79.9847792998478,45.9478021978022,64.7640791476408,62.43131868131868,57.534246575342465,48.69505494505494,298.7823439878234,311.4010989010989
000500,가온전선,소재/철강,3270.0,강력매도,-0.1004,43250,50700,66200,55400,82400,109300,64300,59600,82000,114500,13.226299694189603,15.504587155963304,18.005771885064203,19.770408163265305,-0.20567180433940077,-0.09113782094931541,-0.26544111640330037,-0.2157679786919206,53.063583815028906,26.82445759368836,28.092485549132952,17.554240631163708,90.52023121387283,61.735700197238664,152.71676300578034,125.83826429980276
161890,한국콜마,유통/소비재,3830.0,매도,0.4345,64300,65800,99800,77800,62100,80200,88000,80300,62500,76700,16.788511749347258,17.180156657963447,16.788511749347258,16.938519447929735,0.008262972563988263,0.007082256336199735,0.0,0.014265544918286558,55.2099533437014,33.73860182370821,20.99533437013997,22.036474164133736,-3.421461897356143,-5.015197568389058,24.72783825816485,16.565349544072948
073240,금호타이어,자동차/부품,1131.0,강력매도,4.6953,4850,4890,4505,4725,5860,6250,4380,4925,6110,6240,4.288240495137047,4.323607427055703,4.595720406172392,4.440498387196269,-0.7424623353607116,-0.7465547951722018,-0.06690570440759985,-0.02632383799026011,-7.11340206185567,-10.429447852760736,-2.5773195876288657,0.7157464212678937,20.824742268041238,24.948875255623722,28.865979381443296,27.607361963190186
