Code,Name,Market,Marcap,corp_code,EPS,EPS_diluted,revenue,gross_profit,op_income,net_income,total_assets,current_assets,current_liab,total_liab,equity,data_year,fs_div
437730,삼현,KOSDAQ,1759769968500,00262266,274.0,,100447699055.0,13837444224.0,5516949984.0,8314379320.0,140292826674.0,94293156974.0,20997060791.0,140292826674.0,115237838264.0,2024,CFS
085660,차바이오텍,KOSDAQ,1751468815250,00525679,-144.0,-377.0,74156008793.0,275256311237.0,-59684136456.0,-14550152214.0,2194378669342.0,733844173401.0,1020667092916.0,1475529477270.0,718849192072.0,2024,CFS
065350,신성델타테크,KOSDAQ,1747979092800,00136226,,,909722446409.0,90778274146.0,27176239810.0,7449970454.0,774111976556.0,433541107750.0,424500528876.0,774111976556.0,317312385835.0,2024,CFS
232140,와이씨,KOSDAQ,1735259152500,01109539,137.0,137.0,211241210832.0,58448212614.0,10599506307.0,12926037556.0,576855440421.0,260930516127.0,101255439318.0,576855440421.0,418212295510.0,2024,CFS
417200,LS머트리얼즈,KOSDAQ,1711612272700,01528141,,,,18025130451.0,6197093266.0,5690646441.0,253147071884.0,112023019332.0,39575497488.0,253147071884.0,207159606912.0,2024,CFS
090710,휴림로봇,KOSDAQ,1674789901940,00540429,-17.0,-17.0,133097920524.0,14760742506.0,-4938399556.0,-9391668256.0,334935432412.0,192287656552.0,119954924061.0,334935432412.0,212389564046.0,2024,CFS
115180,큐리언트,KOSDAQ,1674049790650,01042650,-812.0,-812.0,9179834444.0,1350783598.0,-27477790640.0,-24996940757.0,58070561569.0,50626748387.0,5014602377.0,58070561569.0,52684050748.0,2024,CFS
082270,젬백스,KOSDAQ,1670215037400,00492894,-2202.0,-2202.0,,19715148883.0,-38336839563.0,-87218733402.0,150746205875.0,25166181267.0,70270367265.0,121740371913.0,,2024,CFS
060370,LS마린솔루션,KOSDAQ,1650747786400,00225742,,,130279123723.0,16807979012.0,12392667090.0,13203271844.0,254269530607.0,163704383661.0,43728878053.0,46112417811.0,208157112796.0,2024,CFS
160190,하이젠알앤엠,KOSDAQ,1609264800000,00650771,-41.0,,75886180614.0,7075967856.0,-369253550.0,-1092879556.0,120185301263.0,62813519249.0,36373171473.0,120185301263.0,68373885015.0,2024,CFS
174900,앱클론,KOSDAQ,1560167433000,00991191,-975.0,-975.0,2339823669.0,1076890716.0,-15588944512.0,-16301551979.0,48182887935.0,23224120815.0,18106875355.0,48182887935.0,29405991612.0,2024,OFS
493280,아이엠바이오로직스,KOSDAQ,1536715440000,01859500,,,,,,,,,,,,,
080220,제주반도체,KOSDAQ,1525817501900,00447487,581.0,581.0,162349945455.0,35407901848.0,9581360274.0,19405207353.0,225427601825.0,175914531374.0,38259555518.0,225427601825.0,184233770184.0,2024,CFS
397030,에이프릴바이오,KOSDAQ,1505599377000,01375822,913.0,913.0,,,16869084717.0,20005162287.0,99598583008.0,96626064721.0,8482191743.0,99598583008.0,90987762157.0,2024,OFS
195940,HK이노엔,KOSDAQ GLOBAL,1475987321100,01012066,2174.0,2174.0,897141915178.0,435072884504.0,88224439067.0,61580192966.0,1889575171545.0,385467722761.0,463964828224.0,1889575171545.0,1251377196361.0,2024,OFS
456160,지투지바이오,KOSDAQ,1475846022800,01577952,-57297.0,-57297.0,768930985.0,190327521.0,-10763507974.0,-83254627454.0,25345035928.0,10742970400.0,141721765325.0,25345035928.0,-119539090270.0,2024,OFS
388210,씨엠티엑스,KOSDAQ,1438658625600,01529982,,,,,,,,,,,,,
124500,아이티센글로벌,KOSDAQ,1427078410500,00620868,,,4961847499151.0,202512532663.0,58564721273.0,36063285864.0,945435946398.0,656595006501.0,550089331589.0,945435946398.0,322487711525.0,2024,CFS
466100,클로봇,KOSDAQ,1427051136900,01784914,-313.0,-313.0,33395079055.0,5870047453.0,-7490868842.0,-6729151697.0,69510934821.0,65669617251.0,8026984472.0,69510934821.0,59967623220.0,2024,CFS
048410,현대바이오,KOSDAQ,1418631908400,00313649,-174.0,-174.0,15050025356.0,11865276259.0,790972784.0,-6929528506.0,67704784931.0,6809973145.0,27486792004.0,67704784931.0,39438422428.0,2024,CFS
127120,제이에스링크,KOSDAQ,1371588302400,00642541,-542.0,-542.0,15907717174.0,2813308326.0,-9111567866.0,-10801688734.0,54386406588.0,14275051922.0,27143520701.0,54386406588.0,25029674158.0,2024,CFS
082920,비츠로셀,KOSDAQ,1366985231550,00154718,2300.0,2300.0,210779361832.0,70487152733.0,51910636695.0,51260348099.0,317852058044.0,237675367513.0,32826959998.0,317852058044.0,283013473108.0,2024,CFS
035760,CJ ENM,KOSDAQ GLOBAL,1363993378800,00265324,-24283.0,-24283.0,5231360073502.0,1711187439160.0,104478244497.0,-580847429608.0,9316636930911.0,2909496824375.0,3814173897612.0,5638566211854.0,3678070719057.0,2024,CFS
032500,케이엠더블유,KOSDAQ,1360553969450,00226352,-969.0,-969.0,87357147199.0,11858632601.0,-45481033116.0,-38604140710.0,269041031826.0,111136013863.0,117105935229.0,269041031826.0,143650686108.0,2024,CFS
131290,티에스이,KOSDAQ,1347282052200,00372226,3956.0,3956.0,348053207965.0,87004601378.0,39898852512.0,45031658141.0,519408350485.0,268896709967.0,94754519261.0,519408350485.0,399699298627.0,2024,CFS
281740,레이크머티리얼즈,KOSDAQ,1313296349040,01255652,317.0,,138725778383.0,36275419374.0,22166082728.0,21020540344.0,351334173536.0,127529963803.0,113875215680.0,351334173536.0,131371346090.0,2024,CFS
189300,인텔리안테크,KOSDAQ,1304605885500,00664181,-288.0,-288.0,257769448883.0,99427132089.0,-19443692778.0,-3011577414.0,440693069678.0,225272824430.0,91670412395.0,440693069678.0,264642289439.0,2024,CFS
095610,테스,KOSDAQ,1273888000000,00524421,,,240077826420.0,64574410705.0,38473734786.0,42653657309.0,381186883677.0,183222047838.0,37380024934.0,381186883677.0,330537992260.0,2024,CFS
183300,코미코,KOSDAQ GLOBAL,1258420285200,00997812,5402.0,5402.0,,234809809531.0,112461653836.0,87845843289.0,800342522976.0,319319304670.0,276059405083.0,800342522976.0,375718062479.0,2024,CFS
293490,카카오게임즈,KOSDAQ GLOBAL,1238161502690,01137383,-1205.0,-1205.0,,,19148863191.0,-128088854882.0,3173239057351.0,1069083664606.0,1199409097707.0,3173239057351.0,1478357269717.0,2024,CFS
166090,하나머티리얼즈,KOSDAQ GLOBAL,1226215788000,00660750,1627.0,1617.0,251646191336.0,74430632865.0,43411736320.0,31756594796.0,573884327709.0,137267888958.0,121039753948.0,573884327709.0,353781902893.0,2024,CFS
253450,스튜디오드래곤,KOSDAQ GLOBAL,1200836995100,01168684,1114.0,1114.0,550080744350.0,67972349289.0,36393818100.0,33488155067.0,925506475223.0,393799198479.0,169437693840.0,185882470870.0,739624004353.0,2024,CFS
