Code,Name,Market,EPS,price,PER,fair_price,gap
000990,DB하이텍,KOSPI,5520.0,88100,15.960144927536232,107182.99777329587,0.21660610412367612
010060,OCI홀딩스,KOSPI,5077.0,203000,39.984242662989956,98581.17385779404,-0.5143784539024924
011790,SKC,KOSPI,-16663.0,99400,-5.9653123687211185,-323548.96592326614,-4.255019777900062
012510,더존비즈온,KOSPI,2170.0,119300,54.97695852534562,42135.34513913986,-0.6468118596886852
036460,한국가스공사,KOSPI,13174.0,37700,2.861697282526188,255802.3211350362,5.785207457162764
011780,금호석유화학,KOSPI,13423.0,131900,9.826417343365865,260637.20636067944,0.9760212764266827
004990,롯데지주,KOSPI,-14389.0,32400,-2.2517200639377304,-279394.2309710062,-9.62327873367303
302440,SK바이오사이언스,KOSPI,-698.0,42850,-61.38968481375358,-13553.212399594297,-1.3162943383802637
014680,한솔케미칼,KOSPI,10980.0,294000,26.775956284153004,213200.9629620994,-0.27482665659149863
004170,신세계,KOSPI,11776.0,344000,29.21195652173913,228657.06191636453,-0.3352992386152194
023530,롯데쇼핑,KOSPI,-34674.0,113500,-3.2733460229566824,-673272.330578127,-6.931914806855744
097950,CJ제일제당,KOSPI,9294.0,212000,22.810415321712934,180463.54733786447,-0.14875685217988457
085620,미래에셋생명,KOSPI,1043.0,17210,16.500479386385425,20252.149760425287,0.17676640095440369
051600,한전KPS,KOSPI,3832.0,67500,17.61482254697286,74406.74772957785,0.10232218858633854
009420,한올바이오파마,KOSPI,-36.0,56500,-1569.4444444444443,-699.0195506954078,-1.0123720274459365
005850,에스엘,KOSPI,7998.0,63100,7.889472368092023,155298.84351282977,1.4611544138324846
028670,팬오션,KOSPI,502.0,5330,10.617529880478088,9747.439290252632,0.8287878593344526
001450,현대해상,KOSPI,10847.0,31300,2.885590485848622,210618.4740664747,5.729024730558297
112610,씨에스윈드,KOSPI,3434.0,66100,19.248689574839837,66678.69825244529,0.00875489035469426
139480,이마트,KOSPI,-22240.0,100700,-4.527877697841727,-431838.74465182977,-5.288368864467029
